Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Duche,5,victoire,,3,
Province,8,victoire,,6,
Province,8,victoire,,6,
Province,8,victoire,,6,
Province,8,victoire,,6,
Province,8,victoire,,6,
Province,8,victoire,,6,
Province,8,victoire,,6,
Province,8,victoire,,6,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Malediction,0,malediction,,-1,
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Cave,2,action,,,2
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Jardins,4,victoire,,1,
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Village,3,action,,,2
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Renovation,4,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Mine,5,action,,,1
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Marche,5,action,,,4
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Forgeron,4,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Chapelle,2,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Atelier,3,action,,,1
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Bucheron,3,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Sorciere,5,action,,,2
Cartes2
Cuivre,0,tresor,1,,
Argent,3,tresor,2,,
Or,6,tresor,3,,
Domaine,2,victoire,,1,
Duche,5,victoire,,3,
Province,8,victoire,,6,
Malediction,0,malediction,,-1,
Cave,2,action,,,2
Jardins,4,victoire,,1,
Village,3,action,,,2
Renovation,4,action,,,1
Mine,5,action,,,1
Marche,5,action,,,4
Forgeron,4,action,,,1
Chapelle,2,action,,,1
Atelier,3,action,,,1
Bucheron,3,action,,,2
Sorciere,5,action,,,2
Deck
Joueur1
Cuivre,0,tresor,1,,
Domaine,2,victoire,,1,
Domaine,2,victoire,,1,
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Main
Cuivre,0,tresor,1,,
Renovation,4,action,,,1
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Domaine,2,victoire,,1,
Defausse
Deck
IA
Main
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Domaine,2,victoire,,1,
Cuivre,0,tresor,1,,
Domaine,2,victoire,,1,
Defausse
Argent,3,tresor,2,,
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Cuivre,0,tresor,1,,
Domaine,2,victoire,,1,
